Team 1,Team 2,Pitch,Runs Left,Balls Left,Wickets Remaining,Total Runs Scored,Current Run Rate,Required Run Rate,Winner
Afghanistan,India,1,96,93,10,125,6.666666667,6.193548387,1
Pakistan,England,2,6,2,4,156,7.677966102,18,0
Australia,New Zealand,1,89,71,9,146,7.102040816,7.521126761,1
India,Pakistan,1,118,105,10,130,5.2,6.742857143,0
West Indies,New Zealand,2,103,66,8,152,5.555555556,9.363636364,0
West Indies,Pakistan,1,128,93,9,142,3.333333333,8.258064516,1
New Zealand,Sri Lanka,3,45,11,2,179,7.431192661,24.54545455,0
Sri Lanka,Australia,3,220,106,10,240,9,12.45283019,0
Pakistan,West Indies,1,23,25,6,130,6.821052632,5.52,1
England,West Indies,3,145,72,7,190,5.75,12.08333333,0
West Indies,New Zealand,1,95,89,8,132,7.35483871,6.404494382,1
Afghanistan,Sri Lanka,2,127,91,9,165,8.068965517,8.373626374,1
West Indies,India,1,110,77,8,148,5.441860465,8.571428571,0
Sri Lanka,West Indies,3,84,27,6,223,9.032258065,18.66666667,0
New Zealand,India,3,126,77,9,191,9.209302326,9.818181818,1
Australia,Sri Lanka,3,106,61,7,226,12.30508475,10.42622951,0
India,England,2,75,44,8,151,6.078947368,10.22727273,1
Afghanistan,West Indies,3,76,40,7,171,7.2,11.4,0
India,Australia,3,119,53,7,208,8.059701493,13.47169811,0
Pakistan,Sri Lanka,3,130,65,6,193,6.981818182,12,0
Australia,Sri Lanka,3,114,69,7,226,13.29411765,9.913043478,0
Afghanistan,England,2,21,11,3,157,7.541284404,11.45454545,0
England,Australia,3,113,52,3,179,5.911764706,13.03846154,0
Sri Lanka,England,2,150,102,10,168,6.333333333,8.823529412,1
Australia,Pakistan,1,49,20,3,148,6,14.7,1
Afghanistan,Pakistan,3,51,22,8,184,8.204081633,13.90909091,0
India,Australia,3,111,74,9,192,10.69565217,9,0
India,Afghanistan,3,61,19,3,207,8.732673267,19.26315789,0
England,Australia,1,125,100,10,138,4.2,7.5,1
Afghanistan,Pakistan,3,147,101,10,171,7.894736842,8.732673267,1
England,Australia,3,166,104,10,178,4.875,9.576923077,0
India,England,3,25,21,5,173,9.03030303,7.142857143,0
England,Pakistan,1,106,107,10,132,12.46153846,5.943925234,0
India,Pakistan,1,16,17,5,100,4.951456311,5.647058824,1
Afghanistan,West Indies,2,39,21,5,166,7.757575758,11.14285714,1
Pakistan,Australia,1,97,85,9,144,8.228571429,6.847058824,1
Afghanistan,Pakistan,1,40,52,9,142,9.088235294,4.615384615,1
Australia,India,2,133,93,9,169,8.222222222,8.580645161,1
New Zealand,India,3,26,12,5,187,9,13,0
Pakistan,West Indies,3,161,108,10,171,5.5,8.944444444,0
West Indies,New Zealand,2,71,32,3,164,6.409090909,13.3125,0
Australia,Afghanistan,3,45,4,4,171,6.568965517,67.5,0
New Zealand,Afghanistan,2,131,102,10,152,7.333333333,7.705882353,0
New Zealand,Afghanistan,3,147,87,9,184,6.909090909,10.13793103,1
New Zealand,India,3,54,8,3,174,6.482142857,40.5,0
Australia,England,2,102,60,8,165,6.4,10.2,1
England,Australia,3,192,109,9,205,7.636363636,10.56880734,0
England,Pakistan,1,45,35,6,143,6.988235294,7.714285714,0
New Zealand,Australia,2,143,91,9,164,4.551724138,9.428571429,0
Australia,West Indies,1,41,43,8,114,5.766233766,5.720930233,1
India,New Zealand,3,125,50,6,179,4.714285714,15,0
Australia,New Zealand,1,76,59,9,146,6.983606557,7.728813559,1
Sri Lanka,Pakistan,2,100,71,7,150,6.244897959,8.450704225,0
West Indies,England,3,101,56,8,210,10.3125,10.82142857,1
Sri Lanka,Australia,3,73,34,7,186,7.953488372,12.88235294,0
New Zealand,Australia,3,241,117,10,246,12,12.35897436,0
India,England,1,5,26,9,122,7.531914894,1.153846154,1
India,Afghanistan,2,128,98,9,164,10.09090909,7.836734694,0
West Indies,Australia,3,179,111,10,200,14.66666667,9.675675676,0
West Indies,England,3,183,90,7,219,7.4,12.2,0
India,Sri Lanka,2,106,78,9,163,8.285714286,8.153846154,1
Pakistan,West Indies,3,50,19,6,181,7.841584158,15.78947368,0
West Indies,Afghanistan,2,1,11,8,160,8.80733945,0.545454545,1
India,Pakistan,1,58,74,8,100,5.608695652,4.702702703,1
Australia,India,1,105,72,7,148,5.5,8.75,0
Sri Lanka,Australia,3,89,37,8,240,10.98795181,14.43243243,0
New Zealand,Sri Lanka,1,25,25,6,124,6.315789474,6,1
Australia,India,2,134,102,10,152,6.333333333,7.882352941,0
Afghanistan,West Indies,2,104,73,7,166,8.042553191,8.547945205,1
New Zealand,India,2,150,103,9,166,6,8.737864078,0
England,New Zealand,1,14,25,9,146,8.4,3.36,1
West Indies,India,3,155,86,8,182,4.941176471,10.81395349,0
West Indies,Sri Lanka,1,69,78,9,124,8,5.307692308,1
England,Pakistan,3,154,84,8,184,5.166666667,11,0
West Indies,Sri Lanka,2,63,51,8,157,8.260869565,7.411764706,0
New Zealand,Pakistan,2,91,62,9,169,8.172413793,8.806451613,1
West Indies,India,1,56,50,10,133,6.685714286,6.72,1
India,England,1,135,103,6,142,2.823529412,7.86407767,1
India,Pakistan,1,20,0,2,145,6.3,inf,0
England,Sri Lanka,3,228,107,9,232,2.307692308,12.78504673,0
Afghanistan,West Indies,2,93,73,9,154,7.914893617,7.643835616,1
Australia,India,3,111,44,8,202,7.263157895,15.13636364,0
Afghanistan,Pakistan,3,139,100,10,171,9.9,8.34,0
England,West Indies,3,93,47,7,173,6.657534247,11.87234043,1
Sri Lanka,Australia,3,138,67,7,192,6.226415094,12.35820896,0
Afghanistan,Australia,2,152,102,8,169,6,8.941176471,0
India,West Indies,1,125,106,10,147,9.857142857,7.075471698,1
Sri Lanka,India,2,45,27,7,163,7.677419355,10,1
Sri Lanka,Pakistan,2,25,23,7,164,8.659793814,6.52173913,1
Afghanistan,India,3,80,29,5,178,6.527472527,16.55172414,0
Afghanistan,Australia,1,25,36,7,119,6.785714286,4.166666667,1
India,Sri Lanka,2,131,104,10,156,9.75,7.557692308,1
Australia,New Zealand,1,101,83,8,148,7.783783784,7.301204819,1
Afghanistan,India,2,31,10,1,162,7.2,18.6,0
New Zealand,Australia,2,20,12,3,163,8,10,1
West Indies,New Zealand,2,145,116,10,150,9,7.5,1
India,Pakistan,2,93,76,8,158,9,7.342105263,1
India,Pakistan,2,53,43,7,158,8.25974026,7.395348837,1
England,New Zealand,1,129,118,10,130,6,6.559322034,1
India,Sri Lanka,3,193,110,10,204,7.2,10.52727273,1
India,England,2,129,95,9,151,5.52,8.147368421,1
West Indies,Australia,3,196,119,10,200,30,9.882352941,0
Afghanistan,Pakistan,3,-5,20,9,187,11.58,-1.5,1
West Indies,Australia,2,154,119,10,153,0,7.764705882,0
New Zealand,Australia,2,110,75,9,157,6.4,8.8,0
New Zealand,Australia,3,174,104,10,196,8.625,10.03846154,0
Sri Lanka,Afghanistan,3,138,63,9,231,9.894736842,13.14285714,0
England,Sri Lanka,3,121,76,8,181,8.318181818,9.552631579,1
West Indies,New Zealand,1,6,9,6,131,6.810810811,4,1
Australia,Sri Lanka,3,227,115,9,231,6,11.84347826,0
Afghanistan,New Zealand,3,194,114,10,196,3,10.21052632,1
India,Australia,2,68,70,9,156,10.68,5.828571429,1
Australia,England,3,113,59,8,175,6.196721311,11.49152542,1
Sri Lanka,New Zealand,3,123,75,7,177,7.333333333,9.84,0
Sri Lanka,West Indies,2,47,29,6,164,7.78021978,9.724137931,0
West Indies,Pakistan,3,90,34,6,209,8.372093023,15.88235294,0
New Zealand,Sri Lanka,1,121,97,8,139,4.956521739,7.484536082,0
England,India,3,67,30,3,184,7.866666667,13.4,0
Sri Lanka,West Indies,3,138,85,9,200,10.8,9.741176471,1
West Indies,New Zealand,1,72,67,9,131,6.79245283,6.447761194,1
England,Pakistan,2,94,76,8,155,8.454545455,7.421052632,0
India,Australia,2,18,9,6,158,7.621621622,12,1
New Zealand,Pakistan,3,29,17,6,214,10.83495146,10.23529412,1
England,Sri Lanka,2,107,77,8,161,7.674418605,8.337662338,1
Afghanistan,New Zealand,3,97,19,2,201,6.237623762,30.63157895,0
England,Australia,3,54,39,8,178,9.259259259,8.307692308,0
Australia,India,2,50,17,2,159,6.40776699,17.64705882,0
Pakistan,Afghanistan,2,111,68,8,167,6.576923077,9.794117647,0
India,West Indies,1,128,113,10,137,8.571428571,6.796460177,1
Sri Lanka,Australia,1,29,36,7,120,6.571428571,4.833333333,1
England,Pakistan,1,103,104,10,132,11.25,5.942307692,0
England,New Zealand,1,31,34,9,146,8.093023256,5.470588235,1
New Zealand,Pakistan,3,17,5,3,201,9.652173913,20.4,0
Sri Lanka,Afghanistan,2,2,7,4,158,8.336283186,1.714285714,1
Afghanistan,Australia,1,42,66,8,110,7.666666667,3.818181818,1
West Indies,England,1,83,83,8,115,5.351351351,6,1
Sri Lanka,New Zealand,2,124,75,8,161,5.066666667,9.92,0
New Zealand,England,3,148,91,8,180,6.827586207,9.758241758,0
Australia,New Zealand,1,64,48,8,140,6.416666667,8,1
Afghanistan,West Indies,2,162,118,10,166,15,8.237288136,1
Australia,Afghanistan,3,155,100,10,189,10.5,9.3,0
West Indies,New Zealand,1,112,101,9,144,10.42105263,6.653465347,1
Afghanistan,England,2,116,99,9,154,11.14285714,7.03030303,1
England,Pakistan,3,196,108,10,207,6,10.88888889,0
West Indies,Australia,2,109,66,8,165,6.333333333,9.909090909,1
New Zealand,India,1,49,24,5,145,6.0625,12.25,1
Sri Lanka,India,3,135,93,8,172,8.444444444,8.709677419,0
West Indies,Australia,1,84,64,6,148,6.964285714,7.875,0
New Zealand,England,1,128,107,9,133,2.769230769,7.177570093,0
Sri Lanka,Pakistan,1,111,95,10,140,7.2,7.010526316,0
England,India,3,23,6,5,197,9.210526316,23,0
New Zealand,Australia,3,47,16,6,188,8.192307692,17.625,1
India,Sri Lanka,2,100,64,8,168,7.392857143,9.375,1
New Zealand,India,3,163,76,7,212,6.818181818,12.86842105,0
England,Sri Lanka,3,166,111,10,180,10,8.972972973,1
Sri Lanka,India,3,99,58,9,187,8.612903226,10.24137931,1
West Indies,Pakistan,3,24,19,7,183,9.504950495,7.578947368,1
Sri Lanka,England,1,39,51,8,148,9.565217391,4.588235294,1
New Zealand,England,3,100,45,6,180,6.48,13.33333333,0
Australia,New Zealand,1,35,26,9,146,7.14893617,8.076923077,1
Sri Lanka,Australia,3,75,44,7,205,10.34210526,10.22727273,1
West Indies,Pakistan,3,122,56,8,209,8.25,13.07142857,0
Sri Lanka,Australia,3,-11,18,6,172,10.82352941,-3.666666667,1
Afghanistan,England,3,67,29,6,215,9.824175824,13.86206897,0
West Indies,Sri Lanka,2,126,95,9,155,7.2,7.957894737,1
Australia,West Indies,1,17,21,7,114,5.939393939,4.857142857,1
Sri Lanka,Pakistan,2,160,119,9,159,0,8.067226891,0
Sri Lanka,Australia,3,85,42,6,181,7.461538462,12.14285714,0
West Indies,Sri Lanka,1,123,108,10,138,8,6.833333333,1
New Zealand,England,3,142,85,10,189,8.228571429,10.02352941,0
England,Australia,3,204,115,9,205,2.4,10.64347826,0
New Zealand,India,3,42,34,7,171,9.069767442,7.411764706,1
Pakistan,India,1,119,97,9,142,6.260869565,7.360824742,1
Sri Lanka,England,1,28,42,7,126,7.615384615,4,1
Afghanistan,Pakistan,2,31,23,5,157,7.855670103,8.086956522,1
Pakistan,Afghanistan,2,72,49,8,166,8.028169014,8.816326531,1
Afghanistan,New Zealand,1,60,76,8,124,8.863636364,4.736842105,1
Pakistan,West Indies,3,205,119,10,204,0,10.33613445,0
Pakistan,Sri Lanka,3,167,112,10,179,9.75,8.946428571,1
West Indies,Afghanistan,3,135,54,5,223,8.090909091,15,0
England,India,3,163,97,9,197,9.130434783,10.08247423,0
West Indies,England,3,88,41,7,210,9.341772152,12.87804878,1
Sri Lanka,England,1,46,58,8,126,7.838709677,4.75862069,1
New Zealand,Australia,3,48,14,6,246,11.26415094,20.57142857,0
Pakistan,India,2,14,3,5,170,8.051282051,28,0
India,Pakistan,1,93,104,9,100,3,5.365384615,1
West Indies,Australia,1,9,8,6,139,7.017857143,6.75,1
Pakistan,Sri Lanka,1,57,65,10,143,9.490909091,5.261538462,1
New Zealand,Pakistan,1,3,4,6,127,6.465517241,4.5,1
Pakistan,England,2,72,44,8,170,7.815789474,9.818181818,0
West Indies,New Zealand,2,166,114,10,170,5,8.736842105,0
India,West Indies,1,45,62,7,107,6.517241379,4.35483871,1
Afghanistan,India,3,138,69,6,178,4.823529412,12,0
Sri Lanka,Pakistan,3,57,19,4,185,7.663366337,18,0
Sri Lanka,England,3,164,83,6,205,6.810810811,11.85542169,0
New Zealand,India,3,9,2,3,212,10.37288136,27,0
Sri Lanka,Afghanistan,3,228,118,10,231,12,11.59322034,0
West Indies,Sri Lanka,3,184,116,10,186,4.5,9.517241379,1
West Indies,England,3,76,48,9,185,9.166666667,9.5,1
Sri Lanka,New Zealand,2,137,91,8,161,5.172413793,9.032967033,0
India,West Indies,2,105,91,10,155,10.55172414,6.923076923,1
England,Pakistan,1,65,51,7,143,6.869565217,7.647058824,0
England,Pakistan,3,80,48,9,208,10.75,10,0
India,Pakistan,2,154,106,9,157,1.714285714,8.716981132,1
Pakistan,West Indies,3,150,81,7,204,8.461538462,11.11111111,0
Sri Lanka,England,1,101,80,10,145,6.75,7.575,0
Sri Lanka,Australia,1,91,90,9,116,5.2,6.066666667,0
New Zealand,West Indies,3,106,57,6,185,7.619047619,11.15789474,1
West Indies,Sri Lanka,1,121,100,10,149,8.7,7.26,1
Australia,India,2,111,78,8,165,7.857142857,8.538461538,0
West Indies,Australia,2,55,38,8,153,7.243902439,8.684210526,0
England,Australia,3,44,11,3,181,7.596330275,24,0
West Indies,India,2,31,20,7,168,8.28,9.3,1
Sri Lanka,New Zealand,2,155,115,9,162,9.6,8.086956522,0
Australia,West Indies,1,73,83,8,114,6.810810811,5.277108434,1
Pakistan,Afghanistan,1,33,70,7,80,5.76,2.828571429,1
West Indies,Australia,2,83,42,3,164,6.307692308,11.85714286,0
Afghanistan,India,2,6,16,4,165,9.230769231,2.25,1
New Zealand,Australia,3,140,58,8,246,10.35483871,14.48275862,0
West Indies,Pakistan,2,133,95,10,160,6.72,8.4,1
Pakistan,Sri Lanka,3,28,5,5,201,9.07826087,33.6,0
Sri Lanka,Pakistan,3,162,113,10,175,12,8.601769912,1
New Zealand,Sri Lanka,3,164,108,10,179,8,9.111111111,0
England,Australia,3,156,78,7,205,7.142857143,12,0
Pakistan,Afghanistan,3,157,96,9,194,9.5,9.8125,0
India,Australia,3,117,75,9,192,10.13333333,9.36,0
New Zealand,India,1,100,79,8,145,6.731707317,7.594936709,1
West Indies,Sri Lanka,3,137,70,6,178,5.04,11.74285714,0
Sri Lanka,West Indies,3,101,47,7,183,6.821917808,12.89361702,0
Pakistan,Australia,2,160,113,10,165,5.142857143,8.495575221,0
India,England,2,128,98,9,162,9.545454545,7.836734694,1
Afghanistan,Pakistan,2,126,87,7,157,5.818181818,8.689655172,1
Sri Lanka,India,3,99,59,9,187,8.754098361,10.06779661,1
England,India,3,188,112,10,191,3,10.07142857,0
Afghanistan,Australia,3,90,26,1,186,6.191489362,20.76923077,0
England,Pakistan,3,39,18,5,181,8.411764706,13,1
England,Afghanistan,1,114,92,9,145,6.857142857,7.434782609,1
Afghanistan,West Indies,1,79,46,7,148,5.675675676,10.30434783,0
India,Sri Lanka,1,9,32,8,119,7.568181818,1.6875,1
India,England,1,105,99,10,122,5.142857143,6.363636364,1
New Zealand,Australia,1,139,108,10,141,1.5,7.722222222,1
New Zealand,Sri Lanka,1,44,17,4,139,5.59223301,15.52941176,0
England,Afghanistan,3,128,84,9,193,11,9.142857143,0
Australia,New Zealand,2,149,101,8,158,3.157894737,8.851485149,1
England,Australia,3,166,105,10,178,5.2,9.485714286,0
Pakistan,Sri Lanka,3,166,115,10,174,10.8,8.660869565,1
Australia,Pakistan,3,109,48,5,190,6.833333333,13.625,0
Australia,Sri Lanka,3,123,72,8,192,8.75,10.25,1
Pakistan,India,3,87,36,6,178,6.571428571,14.5,0
New Zealand,Sri Lanka,1,102,76,5,139,5.181818182,8.052631579,0
Australia,England,1,40,37,7,126,6.289156627,6.486486486,0
Afghanistan,Sri Lanka,1,55,48,6,136,6.833333333,6.875,1
Afghanistan,Pakistan,1,134,109,10,146,7.090909091,7.376146789,1
Sri Lanka,Pakistan,2,141,103,10,164,8.470588235,8.213592233,1
Australia,Pakistan,3,167,99,9,179,3.714285714,10.12121212,1
Pakistan,India,2,31,12,5,157,7.055555556,15.5,0
Pakistan,West Indies,2,154,104,9,163,3.75,8.884615385,0
Australia,New Zealand,1,28,25,8,140,7.136842105,6.72,1
Pakistan,West Indies,2,108,64,6,167,6.428571429,10.125,0
Pakistan,India,3,122,63,6,178,6,11.61904762,0
England,India,3,160,82,9,194,5.526315789,11.70731707,0
West Indies,Australia,1,45,32,8,139,6.477272727,8.4375,1
West Indies,Afghanistan,3,146,62,5,223,8.068965517,14.12903226,0
Australia,England,1,48,47,7,131,6.904109589,6.127659574,1
Afghanistan,England,3,118,58,7,215,9.483870968,12.20689655,0
Afghanistan,West Indies,3,95,59,8,183,8.754098361,9.661016949,1
Pakistan,West Indies,2,101,57,7,169,6.571428571,10.63157895,0
England,Pakistan,2,150,112,9,155,4.5,8.035714286,1
West Indies,India,3,68,54,5,173,9.636363636,7.555555556,0
England,Pakistan,1,124,98,9,143,5.454545455,7.591836735,0
Pakistan,West Indies,2,72,18,3,167,5.647058824,24,0
West Indies,New Zealand,1,4,18,8,132,7.588235294,1.333333333,1
Pakistan,Afghanistan,2,50,13,3,164,6.448598131,23.07692308,0
Sri Lanka,India,3,100,70,7,174,9,8.571428571,0
West Indies,Pakistan,3,179,106,9,189,4.714285714,10.13207547,1
India,England,3,71,33,5,171,6.965517241,12.90909091,1
Pakistan,England,2,82,57,10,160,7.523809524,8.631578947,1
New Zealand,England,3,117,62,7,180,6.620689655,11.32258065,0
India,Australia,2,114,93,10,158,10,7.35483871,1
England,Australia,1,74,49,9,138,5.492957746,9.06122449,1
New Zealand,Sri Lanka,3,38,11,4,200,8.972477064,20.72727273,0
West Indies,Afghanistan,3,189,98,7,223,9.545454545,11.57142857,0
Australia,India,3,18,29,6,183,10.94505495,3.724137931,1
West Indies,New Zealand,1,64,58,8,132,6.677419355,6.620689655,1
Pakistan,West Indies,2,158,110,10,163,3.6,8.618181818,0
Pakistan,West Indies,1,43,39,7,145,7.62962963,6.615384615,1
Australia,Pakistan,3,168,101,8,190,7.263157895,9.98019802,0
Afghanistan,England,1,91,69,8,149,6.941176471,7.913043478,1
Sri Lanka,Afghanistan,1,17,24,8,111,5.9375,4.25,1
New Zealand,Australia,2,52,17,5,164,6.582524272,18.35294118,0
Sri Lanka,New Zealand,2,32,6,2,162,6.894736842,32,0
Pakistan,Afghanistan,3,141,103,10,173,11.64705882,8.213592233,0
Australia,West Indies,2,119,92,10,158,8.571428571,7.760869565,1
Australia,India,2,129,89,8,165,7.161290323,8.696629213,0
Pakistan,England,2,111,88,10,160,9.375,7.568181818,1
Australia,India,2,1,4,5,152,7.862068966,1.5,0
England,Afghanistan,3,120,72,8,186,8.375,10,1
Afghanistan,Pakistan,3,133,95,9,171,9.36,8.4,0
West Indies,Sri Lanka,3,100,58,6,174,7.258064516,10.34482759,1
New Zealand,Sri Lanka,2,73,79,10,153,11.85365854,5.544303797,1
Pakistan,India,2,94,82,10,154,9.631578947,6.87804878,1
Afghanistan,India,1,106,69,4,142,4.352941176,9.217391304,0
Afghanistan,West Indies,2,75,50,7,166,7.885714286,9,1
England,India,2,141,98,10,165,6.818181818,8.632653061,1
India,England,3,46,2,3,235,9.661016949,138,0
New Zealand,England,1,52,46,8,135,6.810810811,6.782608696,1
England,West Indies,3,88,54,9,183,8.727272727,9.777777778,1
Pakistan,Sri Lanka,2,146,92,9,170,5.357142857,9.52173913,0
Sri Lanka,England,3,208,108,9,226,9.5,11.55555556,0
Australia,Sri Lanka,1,1,17,10,138,8.038834951,0.352941176,1
Afghanistan,New Zealand,1,81,85,9,141,10.45714286,5.717647059,1
Pakistan,England,3,37,13,8,222,10.42990654,17.07692308,0
India,Australia,2,82,45,6,165,6.72,10.93333333,0
India,New Zealand,2,84,62,10,162,8.172413793,8.129032258,1
England,Sri Lanka,3,124,65,9,203,8.727272727,11.44615385,1
India,Pakistan,2,136,94,9,157,5.076923077,8.680851064,1
West Indies,Australia,3,137,83,8,200,10.37837838,9.903614458,0
Pakistan,West Indies,2,69,57,9,161,8.857142857,7.263157895,0
Afghanistan,West Indies,1,54,25,4,148,6,12.96,0
Australia,India,3,190,106,10,202,5.571428571,10.75471698,0
England,India,2,124,96,10,151,7,7.75,1
Afghanistan,India,1,80,70,9,125,5.52,6.857142857,1
Afghanistan,New Zealand,1,58,70,8,141,10.08,4.971428571,1
India,Afghanistan,3,183,93,9,219,8.222222222,11.80645161,0
Pakistan,Australia,3,109,17,3,223,6.699029126,38.47058824,0
West Indies,Pakistan,1,131,102,9,142,4,7.705882353,1
New Zealand,Sri Lanka,1,139,119,10,139,6,7.008403361,0
England,Pakistan,3,62,21,5,175,6.909090909,17.71428571,0
Pakistan,Sri Lanka,1,31,25,6,123,5.873684211,7.44,1
Australia,New Zealand,1,13,20,9,147,8.1,3.9,1
England,West Indies,3,187,105,9,195,3.6,10.68571429,0
Australia,Pakistan,3,12,15,8,186,10,4.8,1
India,England,1,94,91,10,122,6,6.197802198,1
Australia,Afghanistan,2,144,103,10,155,4.235294118,8.388349515,1
India,West Indies,2,151,104,10,163,4.875,8.711538462,0
England,West Indies,3,177,113,10,183,6,9.398230088,1
Pakistan,Australia,1,130,101,10,144,4.736842105,7.722772277,1
England,New Zealand,3,61,3,1,195,6.923076923,122,0
Pakistan,Afghanistan,3,82,47,7,194,9.287671233,10.46808511,0
New Zealand,Pakistan,1,53,27,5,134,5.290322581,11.77777778,0
England,Sri Lanka,3,162,110,10,180,11.4,8.836363636,1
Sri Lanka,England,1,91,69,10,145,6.470588235,7.913043478,0
Afghanistan,New Zealand,1,113,100,9,141,8.7,6.78,1
Sri Lanka,India,3,22,5,6,197,9.182608696,26.4,0
Pakistan,West Indies,1,30,57,8,101,6.857142857,3.157894737,1
Australia,Sri Lanka,3,56,25,7,192,8.652631579,13.44,1
India,Afghanistan,3,61,35,4,186,8.894117647,10.45714286,0
Sri Lanka,Pakistan,3,41,37,6,205,11.92771084,6.648648649,1
New Zealand,India,3,162,105,9,178,6.8,9.257142857,0
India,Australia,2,128,90,10,165,7.6,8.533333333,0
Afghanistan,Sri Lanka,3,172,117,10,171,0,8.820512821,0
New Zealand,Australia,2,126,89,9,163,7.35483871,8.494382022,1
Afghanistan,New Zealand,1,11,29,6,141,8.637362637,2.275862069,1
Afghanistan,India,2,88,61,7,162,7.627118644,8.655737705,0
Afghanistan,New Zealand,1,40,41,7,124,6.455696203,5.853658537,1
West Indies,Sri Lanka,1,132,118,10,132,3,6.711864407,0
New Zealand,England,2,60,50,9,164,9,7.2,1
India,Sri Lanka,3,112,51,8,230,10.34782609,13.17647059,0
Australia,Pakistan,3,165,101,9,192,8.842105263,9.801980198,0
New Zealand,Australia,1,34,18,2,140,6.294117647,11.33333333,0
Afghanistan,Sri Lanka,1,70,79,10,118,7.170731707,5.316455696,1
Sri Lanka,Pakistan,3,108,55,7,190,7.661538462,11.78181818,1
Pakistan,West Indies,2,98,71,10,160,7.714285714,8.281690141,1
Australia,India,1,119,89,6,139,4.064516129,8.02247191,0
Australia,India,1,63,40,7,147,6.375,9.45,1
Australia,Sri Lanka,3,12,5,6,192,9.443478261,14.4,1
Pakistan,Australia,1,41,17,4,142,5.941747573,14.47058824,0
Afghanistan,Sri Lanka,1,122,106,10,141,8.571428571,6.905660377,1
Pakistan,India,1,133,112,10,142,7.5,7.125,0
